web-scraper-order,web-scraper-start-url,img-src,name,speed,modules,price/GB,color,First Word Latency,CAS latency,price,link,link-href,rating
"1672967335-2515","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","//cdna.pcpartpicker.com/static/forever/images/product/b15cfac5d8541fe37d154993d2305f67.256p.jpg","Corsair Dominator Platinum RGB 16 GB","SpeedDDR4-3600","Modules2 x 8GB","Price / GB€8.124","ColorBlack","First Word Latency10 ns","CAS Latency18","129.99","Corsair Dominator Platinum RGB 16 GB         (0)","https://es.pcpartpicker.com/product/X8VmP6/corsair-dominator-platinum-rgb-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-cmt16gx4m2d3600c18","null"
"1672967337-2516","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","//cdna.pcpartpicker.com/static/forever/images/product/59d55c485410a5abc865aae2d9af8b34.256p.jpg","Patriot Viper Steel RGB 32 GB","SpeedDDR4-3200","Modules2 x 16GB","Price / GB€4.062","ColorBlack","First Word Latency11.25 ns","CAS Latency18","129.99","Patriot Viper Steel RGB 32 GB         (1)","https://es.pcpartpicker.com/product/BgRgXL/patriot-viper-steel-rgb-32-gb-2-x-16-gb-ddr4-3200-cl18-memory-pvsr432g320c8k","(1 Rating, 2.0 Average)"
"1672967339-2517","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","https://m.media-amazon.com/images/I/411hR8vGwRL.jpg","Corsair Vengeance RGB Pro 32 GB","SpeedDDR4-2666","Modules2 x 16GB","Price / GB€4.062","ColorBlack","First Word Latency12.003 ns","CAS Latency16","129.99","Corsair Vengeance RGB Pro 32 GB         (0)","https://es.pcpartpicker.com/product/XffhP6/corsair-vengeance-rgb-pro-32gb-2-x-16gb-ddr4-2666-memory-cmw32gx4m2a2666c16","null"
"1672967342-2518","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","//cdna.pcpartpicker.com/static/forever/images/product/6d074b167bf23b11c017c341b1472cdd.256p.jpg","Corsair Dominator Platinum RGB 16 GB","SpeedDDR4-3600","Modules2 x 8GB","Price / GB€8.124","ColorWhite","First Word Latency10 ns","CAS Latency18","129.99","Corsair Dominator Platinum RGB 16 GB         (1)","https://es.pcpartpicker.com/product/PkNgXL/corsair-dominator-platinum-rgb-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-cmt16gx4m2c3600c18w","(1 Rating, 5.0 Average)"
"1672967344-2519","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","//cdna.pcpartpicker.com/static/forever/images/product/7e61f235aaf2ade8064cfec2015e9ce6.256p.jpg","Mushkin Essentials 32 GB","SpeedDDR4-2133","Modules2 x 16GB","Price / GB€4.062","ColorBlack / Green","First Word Latency14.065 ns","CAS Latency15","130.00","Mushkin Essentials 32 GB         (0)","https://es.pcpartpicker.com/product/KVwqqs/mushkin-essentials-32gb-2-x-16gb-ddr4-2133-memory-mes4s213ff16g28x2","null"
"1672967346-2520","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","//cdna.pcpartpicker.com/static/forever/images/product/b4556a7be1f6f0c3afd381f6c345bd98.256p.jpg","Kingston KSM26ES8/8ME 8 GB","SpeedDDR4-2666","Modules1 x 8GB","Price / GB€16.324","ColorGreen","First Word Latency14.254 ns","CAS Latency19","130.59","Kingston KSM26ES8/8ME 8 GB         (2)","https://es.pcpartpicker.com/product/f4qBD3/kingston-8-gb-1-x-8-gb-ddr4-2666-memory-ksm26es88me","(2 Ratings, 5.0 Average)"
"1672967349-2521","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","https://m.media-amazon.com/images/I/41TTZKaBOwS.jpg","Patriot Viper Elite II 32 GB","SpeedDDR4-4000","Modules2 x 16GB","Price / GB€4.081","ColorRed / Black","First Word Latency10 ns","CAS Latency20","130.60","Patriot Viper Elite II 32 GB         (0)","https://es.pcpartpicker.com/product/dYXJ7P/patriot-viper-elite-ii-32-gb-2-x-16-gb-ddr4-4000-cl20-memory-pve2432g400c0k","null"
"1672967351-2522","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","//cdna.pcpartpicker.com/static/forever/images/product/56946ab7d835e8deeec064cdfdec36dc.256p.jpg","Kingston KVR16S11K2/16 16 GB","SpeedDDR3-1600","Modules2 x 8GB","Price / GB€8.175","ColorGreen","First Word Latency13.75 ns","CAS Latency11","130.80","Kingston KVR16S11K2/16 16 GB         (0)","https://es.pcpartpicker.com/product/yGQypg/kingston-memory-kvr16s11k216","null"
"1672967353-2523","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","//cdna.pcpartpicker.com/static/forever/images/product/2cd4475b3213faf4c95bcdce231fb76f.256p.jpg","Corsair Vengeance 16 GB","SpeedDDR3-1600","Modules4 x 4GB","Price / GB€8.175","ColorBlack / Blue","First Word Latency11.25 ns","CAS Latency9","130.80","Corsair Vengeance 16 GB         (13)","https://es.pcpartpicker.com/product/VcDwrH/corsair-memory-cmz16gx3m4a1600c9b","(13 Ratings, 4.7 Average)"
"1672967355-2524","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","https://m.media-amazon.com/images/I/41bu22Yu9CL.jpg","Corsair Vengeance LPX 32 GB","SpeedDDR4-3200","Modules4 x 8GB","Price / GB€4.088","ColorBlack / Yellow","First Word Latency10 ns","CAS Latency16","130.80","Corsair Vengeance LPX 32 GB         (5)","https://es.pcpartpicker.com/product/7nprxr/corsair-vengeance-lpx-32gb-4-x-8gb-ddr4-3200-memory-cmk32gx4m4z3200c16","(5 Ratings, 5.0 Average)"
"1672967358-2525","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","//cdna.pcpartpicker.com/static/forever/images/product/6897c5705e8af6346df0b0d7ca98fd33.256p.jpg","Mushkin Redline Lumina 16 GB","SpeedDDR4-4133","Modules2 x 8GB","Price / GB€8.188","ColorWhite","First Word Latency9.194 ns","CAS Latency19","131.00","Mushkin Redline Lumina 16 GB         (0)","https://es.pcpartpicker.com/product/hQrRsY/mushkin-redline-lumina-white-16-gb-2-x-8-gb-ddr4-4133-cl19-memory-mlb4c413koop8gx2","null"
"1672967360-2526","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","//cdna.pcpartpicker.com/static/forever/images/product/c34bf04fd3d7d24636774b31fa151e34.256p.jpg","Crucial CT32G48C40U5 32 GB","SpeedDDR5-4800","Modules1 x 32GB","Price / GB€4.107","ColorBlack","First Word Latency16.667 ns","CAS Latency40","131.44","Crucial CT32G48C40U5 32 GB         (0)","https://es.pcpartpicker.com/product/37xRsY/crucial-ct32g48c40u5-32-gb-1-x-32-gb-ddr5-4800-cl40-memory-ct32g48c40u5","null"
"1672967362-2527","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","//cdna.pcpartpicker.com/static/forever/images/product/e13623d7c0ec72dc6e20c4bafc96179c.256p.jpg","TEAMGROUP Team T-Force Night Hawk RGB 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model TF2D416G3600HC18JDC01 16 GB","SpeedDDR4-3600","Modules2 x 8GB","Price / GB€8.242","ColorWhite","First Word Latency10 ns","CAS Latency18","131.87","TEAMGROUP Team T-Force Night Hawk RGB 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model TF2D416G3600HC18JDC01 16 GB         (0)","https://es.pcpartpicker.com/product/RZH8TW/team-t-force-night-hawk-rgb-16-gb-2-x-8-gb-ddr4-3600-memory-tf2d416g3600hc18jdc01","null"
"1672967365-2528","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","//cdna.pcpartpicker.com/static/forever/images/product/5e3069d55acca20a4888a13f804fcd9e.256p.jpg","TEAMGROUP Team T-Force Night Hawk RGB 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model TF1D416G3600HC18JDC01 16 GB","SpeedDDR4-3600","Modules2 x 8GB","Price / GB€8.242","ColorBlack","First Word Latency10 ns","CAS Latency18","131.88","TEAMGROUP Team T-Force Night Hawk RGB 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model TF1D416G3600HC18JDC01 16 GB         (2)","https://es.pcpartpicker.com/product/3q9tt6/team-t-force-night-hawk-rgb-16-gb-2-x-8-gb-ddr4-3600-memory-tf1d416g3600hc18jdc01","(2 Ratings, 4.5 Average)"
"1672967367-2529","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","//cdna.pcpartpicker.com/static/forever/images/product/121dbe3beb2723504e38c9c02c4dad25.256p.jpg","TEAMGROUP T-Force Delta TUF Gaming Alliance 16 GB","SpeedDDR4-3200","Modules2 x 8GB","Price / GB€8.250","ColorBlack / Gold","First Word Latency10 ns","CAS Latency16","132.00","TEAMGROUP T-Force Delta TUF Gaming Alliance 16 GB         (2)","https://es.pcpartpicker.com/product/34WBD3/team-t-force-delta-tuf-gaming-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-tf9d416g3200hc16cdc01","(2 Ratings, 4.5 Average)"
"1672967369-2530","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","//cdna.pcpartpicker.com/static/forever/images/product/4a4678c8ab8bc90aec88726e7abd471d.256p.jpg","PNY XLR8 32 GB","SpeedDDR4-3200","Modules2 x 16GB","Price / GB€4.125","ColorBlack / Red","First Word Latency10 ns","CAS Latency16","132.00","PNY XLR8 32 GB         (3)","https://es.pcpartpicker.com/product/DMMTwP/pny-xlr8-32-gb-2-x-16-gb-ddr4-3200-memory-md32gk2d4320016xr","(3 Ratings, 5.0 Average)"
"1672967372-2531","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","//cdna.pcpartpicker.com/static/forever/images/product/5081876bd5a7b4cb146ef23620b9a289.256p.jpg","TEAMGROUP Night Hawk RGB 16 GB","SpeedDDR4-3200","Modules2 x 8GB","Price / GB€8.259","ColorWhite","First Word Latency10 ns","CAS Latency16","132.15","TEAMGROUP Night Hawk RGB 16 GB         (8)","https://es.pcpartpicker.com/product/ctZ2FT/team-night-hawk-rgb-16gb-2-x-8gb-ddr4-3200-memory-tf2d416g3200hc16cdc01","(8 Ratings, 4.6 Average)"
"1672967374-2532","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","//cdna.pcpartpicker.com/static/forever/images/product/43fb13bfe3c61d65c14a3524e04b6379.256p.jpg","TEAMGROUP T-Force / Night Hawk 16 GB","SpeedDDR4-3000","Modules2 x 8GB","Price / GB€8.264","ColorBlack / Red","First Word Latency10.667 ns","CAS Latency16","132.22","TEAMGROUP T-Force / Night Hawk 16 GB         (1)","https://es.pcpartpicker.com/product/Q9L7YJ/team-t-force-night-hawk-16gb-2-x-8gb-ddr4-3000-memory-thrd416g3000hc16cdc01","(1 Rating, 5.0 Average)"
"1672967376-2533","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","//cdna.pcpartpicker.com/static/forever/images/product/9ea47ff48ad6e7c71b1eff0f44e915a6.256p.jpg","Crucial CT2K16G4SFD8266 32 GB","SpeedDDR4-2666","Modules2 x 16GB","Price / GB€4.133","ColorGreen / Black","First Word Latency14.254 ns","CAS Latency19","132.26","Crucial CT2K16G4SFD8266 32 GB         (0)","https://es.pcpartpicker.com/product/JsfhP6/crucial-32-gb-2-x-16-gb-ddr4-2666-memory-ct2k16g4sfd8266","null"
"1672967378-2534","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","https://m.media-amazon.com/images/I/31FiVj4xrIL.jpg","Mushkin Proline 32 GB","SpeedDDR3-1333","Modules1 x 32GB","Price / GB€4.136","ColorSilver","First Word Latency13.503 ns","CAS Latency9","132.36","Mushkin Proline 32 GB         (0)","https://es.pcpartpicker.com/product/f32rxr/mushkin-memory-992081","null"
"1672967381-2535","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","https://m.media-amazon.com/images/I/41pUavgeXSL.jpg","G.Skill Trident Z 8 GB","SpeedDDR4-4000","Modules2 x 4GB","Price / GB€16.551","ColorRed / Silver","First Word Latency9.5 ns","CAS Latency19","132.41","G.Skill Trident Z 8 GB         (0)","https://es.pcpartpicker.com/product/r27CmG/gskill-memory-f44000c19d8gtz","null"
"1672967383-2536","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","https://m.media-amazon.com/images/I/51prdY7TAPL.jpg","G.Skill Ripjaws V 16 GB","SpeedDDR4-2400","Modules4 x 4GB","Price / GB€8.276","ColorBlack / Red","First Word Latency12.5 ns","CAS Latency15","132.41","G.Skill Ripjaws V 16 GB         (0)","https://es.pcpartpicker.com/product/6FGj4D/gskill-memory-f42400c15q16gvr","null"
"1672967385-2537","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","//cdna.pcpartpicker.com/static/forever/images/product/3de3f249a301cfdf5d05a6c72f23b349.256p.jpg","ADATA XPG SPECTRIX D50 32 GB","SpeedDDR4-3200","Modules2 x 16GB","Price / GB€4.147","ColorBlack","First Word Latency10 ns","CAS Latency16","132.69","ADATA XPG SPECTRIX D50 32 GB         (0)","https://es.pcpartpicker.com/product/ypC48d/adata-xpg-spectrix-d50-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-ax4u320016g16a-dt50","null"
"1672967388-2538","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","https://m.media-amazon.com/images/I/31+bz2whnCL.jpg","G.Skill Trident Z Neo (For AMD Ryzen) 32 GB","SpeedDDR4-2666","Modules2 x 16GB","Price / GB€4.150","ColorBlack / White","First Word Latency13.503 ns","CAS Latency18","132.80","G.Skill Trident Z Neo (For AMD Ryzen) 32 GB         (0)","https://es.pcpartpicker.com/product/nWt9TW/gskill-trident-z-neo-for-amd-ryzen-32-gb-2-x-16-gb-ddr4-2666-cl18-memory-f4-2666c18d-32gtzn","null"
"1672967390-2539","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","//cdna.pcpartpicker.com/static/forever/images/product/26e970300d47b63991403006fe1540fa.256p.jpg","Thermaltake TOUGHRAM RGB 16 GB","SpeedDDR4-3600","Modules2 x 8GB","Price / GB€8.300","ColorBlack / Silver","First Word Latency10 ns","CAS Latency18","132.80","Thermaltake TOUGHRAM RGB 16 GB         (3)","https://es.pcpartpicker.com/product/fcgQzy/thermaltake-toughram-rgb-16-gb-2-x-8-gb-ddr4-3600-memory-r009d408gx2-3600c18b","(3 Ratings, 4.3 Average)"
"1672967392-2540","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","//cdna.pcpartpicker.com/static/forever/images/product/dcd11301eb1903a0859237240193174b.256p.jpg","G.Skill Ripjaws V 32 GB","SpeedDDR4-4000","Modules2 x 16GB","Price / GB€4.150","ColorBlack","First Word Latency9 ns","CAS Latency18","132.80","G.Skill Ripjaws V 32 GB         (4)","https://es.pcpartpicker.com/product/dqbTwP/gskill-ripjaws-v-32-gb-2-x-16-gb-ddr4-4000-cl18-memory-f4-4000c18d-32gvk","(4 Ratings, 4.8 Average)"
"1672967394-2541","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","https://m.media-amazon.com/images/I/41pdgbnPOxL.jpg","Patriot Viper Elite 16 GB","SpeedDDR4-2400","Modules2 x 8GB","Price / GB€8.328","ColorBlack / Red","First Word Latency13.333 ns","CAS Latency16","133.25","Patriot Viper Elite 16 GB         (3)","https://es.pcpartpicker.com/product/Dtwqqs/patriot-viper-elite-16gb-2-x-8gb-ddr4-2400-memory-pve416g280c6krd","(3 Ratings, 4.0 Average)"
"1672967397-2542","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","//cdna.pcpartpicker.com/static/forever/images/product/4aae2f66c00e251dd363fd16c850b3eb.256p.jpg","G.Skill Flare X 32 GB","SpeedDDR4-2133","Modules2 x 16GB","Price / GB€4.167","ColorBlack","First Word Latency14.065 ns","CAS Latency15","133.33","G.Skill Flare X 32 GB         (0)","https://es.pcpartpicker.com/product/zJdFf7/gskill-flare-x-32gb-2-x-16gb-ddr4-2133-memory-f4-2133c15d-32gfx","null"
"1672967399-2543","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","//cdna.pcpartpicker.com/static/forever/images/product/5400533f16e486597350da5913b4c492.256p.jpg","Kingston FURY Renegade 16 GB","SpeedDDR4-4800","Modules2 x 8GB","Price / GB€8.363","ColorBlack","First Word Latency7.917 ns","CAS Latency19","133.80","Kingston FURY Renegade 16 GB         (0)","https://es.pcpartpicker.com/product/D7NxFT/kingston-fury-renegade-16-gb-2-x-8-gb-ddr4-4800-cl19-memory-kf448c19rbk216","null"
"1672967401-2544","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","//cdna.pcpartpicker.com/static/forever/images/product/8a207eb2bdf46f8c9cd9ccf6967de5b4.256p.jpg","Kingston FURY Renegade 32 GB","SpeedDDR4-3600","Modules4 x 8GB","Price / GB€4.181","ColorBlack","First Word Latency8.889 ns","CAS Latency16","133.80","Kingston FURY Renegade 32 GB         (0)","https://es.pcpartpicker.com/product/BGZ9TW/kingston-fury-renegade-32-gb-4-x-8-gb-ddr4-3600-cl16-memory-kf436c16rbk432","null"
"1672967404-2545","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","//cdna.pcpartpicker.com/static/forever/images/product/74943104500c1337e2736915463f7f02.256p.jpg","Corsair Vengeance LPX 16 GB","SpeedDDR4-2400","Modules4 x 4GB","Price / GB€8.394","ColorBlack","First Word Latency12.5 ns","CAS Latency15","134.30","Corsair Vengeance LPX 16 GB         (8)","https://es.pcpartpicker.com/product/3wPzK8/corsair-memory-cmk16gx4m4a2400c14","(8 Ratings, 4.9 Average)"
"1672967406-2546","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","//cdna.pcpartpicker.com/static/forever/images/product/b51a21bc01027032ccebed1ae37b9c6d.256p.jpg","Mushkin Redline Lumina 16 GB","SpeedDDR4-3600","Modules2 x 8GB","Price / GB€8.399","ColorBlack","First Word Latency10 ns","CAS Latency18","134.38","Mushkin Redline Lumina 16 GB         (0)","https://es.pcpartpicker.com/product/QPvdnQ/mushkin-redline-lumina-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-mla4c360jnnm8gx2","null"
"1672967408-2547","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","//cdna.pcpartpicker.com/static/forever/images/product/69494f7dd82267ee6f402e610878f845.256p.jpg","TEAMGROUP T-Force Xtreem 16 GB","SpeedDDR4-3600","Modules2 x 8GB","Price / GB€8.402","ColorBlack / White","First Word Latency10 ns","CAS Latency18","134.43","TEAMGROUP T-Force Xtreem 16 GB         (0)","https://es.pcpartpicker.com/product/2RXnTW/team-t-force-xtreem-16gb-2-x-8gb-ddr4-3600-memory-txkd416g3600hc18adc01","null"
"1672967411-2548","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","//cdna.pcpartpicker.com/static/forever/images/product/317e4de2cb5da0be0bc9f873f5391366.256p.jpg","Thermaltake TOUGHRAM RGB 16 GB","SpeedDDR4-3600","Modules2 x 8GB","Price / GB€8.425","ColorWhite / Silver","First Word Latency10 ns","CAS Latency18","134.80","Thermaltake TOUGHRAM RGB 16 GB         (2)","https://es.pcpartpicker.com/product/DV2bt6/thermaltake-toughram-rgb-16-gb-2-x-8-gb-ddr4-3600-memory-r022d408gx2-3600c18a","(2 Ratings, 2.5 Average)"
"1672967413-2549","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","//cdna.pcpartpicker.com/static/forever/images/product/c784bccb93f83550cab13f094c50a423.256p.jpg","Kingston Fury Renegade RGB 32 GB","SpeedDDR4-3600","Modules2 x 16GB","Price / GB€4.213","ColorBlack / Silver","First Word Latency8.889 ns","CAS Latency16","134.80","Kingston Fury Renegade RGB 32 GB         (1)","https://es.pcpartpicker.com/product/3wbTwP/kingston-fury-renegade-rgb-32-gb-2-x-16-gb-ddr4-3600-cl16-memory-kf436c16rb1ak232","(1 Rating, 5.0 Average)"
"1672967415-2550","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","//cdna.pcpartpicker.com/static/forever/images/product/e005c1aba39ae47bca0530392d9761cc.256p.jpg","TEAMGROUP T-Force Dark Z 32 GB","SpeedDDR4-3200","Modules2 x 16GB","Price / GB€4.216","ColorRed","First Word Latency10 ns","CAS Latency16","134.90","TEAMGROUP T-Force Dark Z 32 GB         (0)","https://es.pcpartpicker.com/product/HX6p99/teamgroup-t-force-dark-z-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-tdzrd432g3200hc16fdc01","null"
"1672967417-2551","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","//cdna.pcpartpicker.com/static/forever/images/product/e9243d2a2a935f33d03d658db2599b29.256p.jpg","Crucial CT2K16G4SFRA32A 32 GB","SpeedDDR4-3200","Modules2 x 16GB","Price / GB€4.216","ColorGreen","First Word Latency13.75 ns","CAS Latency22","134.91","Crucial CT2K16G4SFRA32A 32 GB         (0)","https://es.pcpartpicker.com/product/ktzFf7/crucial-32-gb-2-x-16-gb-ddr4-3200-cl22-memory-ct2k16g4sfra32a","null"
"1672967420-2552","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","//cdna.pcpartpicker.com/static/forever/images/product/ac5bc116ced705473977c8a740ed0551.256p.jpg","Corsair Vengeance RGB Pro 32 GB","SpeedDDR4-2933","Modules2 x 16GB","Price / GB€4.218","ColorBlack","First Word Latency10.91 ns","CAS Latency16","134.99","Corsair Vengeance RGB Pro 32 GB         (1)","https://es.pcpartpicker.com/product/wbHRsY/corsair-vengeance-rgb-pro-32-gb-2-x-16-gb-ddr4-2933-memory-cmw32gx4m2z2933c16","null"
"1672967422-2553","https://es.pcpartpicker.com/products/memory/#sort=-price&page=13","//cdna.pcpartpicker.com/static/forever/images/product/3e57f6f6fea599e8e36488d325102044.256p.jpg","Corsair Vengeance LPX 32 GB","SpeedDDR4-3600","Modules2 x 16GB","Price / GB€4.218","ColorBlack / Yellow","First Word Latency8.889 ns","CAS Latency16","134.99","Corsair Vengeance LPX 32 GB         (9)","https://es.pcpartpicker.com/product/9392FT/corsair-vengeance-lpx-32-gb-2-x-16-gb-ddr4-3600-cl16-memory-cmk32gx4m2d3600c16","(9 Ratings, 4.9 Average)"
