web-scraper-order,web-scraper-start-url,img-src,name,capacity,price/GB,type,cache,form factor,interface,price,link,link-href,rating
"1673015870-354","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/0bcda83aa0d631c40ee2b5ef727d5644.256p.jpg","Western Digital Red Plus","Capacity12 TB","Price / GB€0.027","Type7200 RPM","Cache256 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","320.05","Western Digital Red Plus         (1)","https://es.pcpartpicker.com/product/CK2WGX/western-digital-wd-red-plus-12-tb-35-7200rpm-internal-hard-drive-wd120efbx","(1 Rating, 5.0 Average)"
"1673015873-355","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/4dfe9f402d344d460b4917dc638087d7.256p.jpg","Corsair MP600 CORE","Capacity2 TB","Price / GB€0.160","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 4.0 X4","319.99","Corsair MP600 CORE         (1)","https://es.pcpartpicker.com/product/7pjNnQ/corsair-mp600-core-2-tb-m2-2280-nvme-solid-state-drive-cssd-f2000gbmp600cor","(1 Rating, 5.0 Average)"
"1673015875-356","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/e320da91e16b1782626d985a3fc070f3.256p.jpg","Hitachi 0F29530","Capacity12 TB","Price / GB€0.027","Type7200 RPM","Cache256 MB","Form Factor3.5""","InterfaceSAS 12.0 Gb/s","319.89","Hitachi 0F29530         (0)","https://es.pcpartpicker.com/product/7kJtt6/hitachi-12tb-35-7200rpm-internal-hard-drive-0f29530","null"
"1673015877-357","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/40563041fd1e8e6624d6f11a88f762c1.256p.jpg","Toshiba N300","Capacity12 TB","Price / GB€0.027","Type7200 RPM","Cache","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","319.18","Toshiba N300         (0)","https://es.pcpartpicker.com/product/6WFbt6/toshiba-n300-12-tb-35-7200rpm-internal-hard-drive-hdwg21cuzsva","null"
"1673015879-358","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","https://m.media-amazon.com/images/I/41gI8TOkOEL.jpg","Seagate ST2000NX0253","Capacity2 TB","Price / GB€0.160","Type7200 RPM","Cache128 MB","Form Factor2.5""","InterfaceSATA 6.0 Gb/s","319.00","Seagate ST2000NX0253         (0)","https://es.pcpartpicker.com/product/VpgPxr/seagate-internal-hard-drive-st2000nx0253","null"
"1673015882-359","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/f4e8bb23b24382d3005eade8f8ec69c0.256p.jpg","Toshiba N300","Capacity14 TB","Price / GB€0.023","Type7200 RPM","Cache","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","318.89","Toshiba N300         (0)","https://es.pcpartpicker.com/product/bPZ9TW/toshiba-n300-14-tb-35-7200rpm-internal-hard-drive-hdwg21euzsva","null"
"1673015884-360","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","https://m.media-amazon.com/images/I/41pBUwwHQ8L.jpg","ADATA Falcon","Capacity2 TB","Price / GB€0.159","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 3.0 X4","318.11","ADATA Falcon         (0)","https://es.pcpartpicker.com/product/XbzFf7/adata-falcon-2-tb-m2-2280-nvme-solid-state-drive-afalcon-2t-c","null"
"1673015886-361","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/532c5fffe66ef2be08dc385ef82d0957.256p.jpg","Kingston SSDNOW DC500R","Capacity1.92 TB","Price / GB€0.165","TypeSSD","Cache","Form Factor2.5""","InterfaceSATA 6.0 Gb/s","317.05","Kingston SSDNOW DC500R         (0)","https://es.pcpartpicker.com/product/kKpmP6/kingston-ssdnow-dc500r-192-pb-25-solid-state-drive-sedc500r1920g","null"
"1673015888-362","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/57d6e2928f2118c8f26100caf36ab606.256p.jpg","Western Digital Black SN850X w/Heatsink","Capacity2 TB","Price / GB€0.158","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 4.0 X4","316.90","Western Digital Black SN850X w/Heatsink         (0)","https://es.pcpartpicker.com/product/sfwypg/western-digital-black-sn850x-with-heatsink-2-tb-m2-2280-nvme-solid-state-drive-wds200t2xhe","null"
"1673015891-363","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/165f0bbb2d2aa3403b70b4cf83ba5fc6.256p.jpg","MSI SPATIUM M480 HS","Capacity2 TB","Price / GB€0.158","TypeSSD","Cache2048 MB","Form FactorM.2-2280","InterfaceM.2 PCIe 4.0 X4","316.45","MSI SPATIUM M480 HS         (0)","https://es.pcpartpicker.com/product/mqcG3C/msi-spatium-m480-hs-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-s78-440q100-p83","null"
"1673015893-364","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/7abe7c44cf50692822a96c28fc7ed1d2.256p.jpg","Intel D3-S4510","Capacity480 GB","Price / GB€0.656","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 SATA","314.99","Intel D3-S4510         (0)","https://es.pcpartpicker.com/product/kGyV3C/intel-d3-s4510-480-gb-m2-2280-solid-state-drive-ssdsckkb480g801","null"
"1673015895-365","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/d85714ee933279eb3a5f80d43b95dcb3.256p.jpg","Western Digital WD_BLACK","Capacity6 TB","Price / GB€0.052","Type7200 RPM","Cache256 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","314.00","Western Digital WD_BLACK         (22)","https://es.pcpartpicker.com/product/JWm323/western-digital-wd_black-6-tb-35-7200rpm-internal-hard-drive-wd6003fzbx","(22 Ratings, 4.8 Average)"
"1673015898-366","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/4cc381132aa11954472570fab7554e98.256p.jpg","Seagate Exos X16","Capacity12 TB","Price / GB€0.026","Type7200 RPM","Cache256 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","313.89","Seagate Exos X16         (0)","https://es.pcpartpicker.com/product/FWmFf7/seagate-exos-x16-12-tb-35-7200rpm-internal-hard-drive-st12000nm001g","null"
"1673015900-367","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/48b1e1eed361bc76beedeb4c227d7630.256p.jpg","Crucial P1","Capacity2 TB","Price / GB€0.156","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 3.0 X4","312.99","Crucial P1         (3)","https://es.pcpartpicker.com/product/bNjNnQ/crucial-p1-2-tb-m2-2280-nvme-solid-state-drive-ct2000p1ssd8","(3 Ratings, 4.7 Average)"
"1673015902-368","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","https://m.media-amazon.com/images/I/411p12A84SL.jpg","Toshiba N300","Capacity10 TB","Price / GB€0.031","Type7200 RPM","Cache256 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","312.52","Toshiba N300         (0)","https://es.pcpartpicker.com/product/jCYLrH/toshiba-n300-10-tb-35-7200rpm-internal-hard-drive-hdwg11axzsta","null"
"1673015904-369","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","https://m.media-amazon.com/images/I/318lV0rfJoL.jpg","Crucial P3","Capacity4 TB","Price / GB€0.078","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 3.0 X4","311.63","Crucial P3         (0)","https://es.pcpartpicker.com/product/JhzhP6/crucial-p3-4-tb-m2-2280-nvme-solid-state-drive-ct4000p3ssd8","null"
"1673015907-370","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","https://images-na.ssl-images-amazon.com/images/I/51LigJaCCPL.jpg","Toshiba MG03SCA400","Capacity4 TB","Price / GB€0.078","Type7200 RPM","Cache64 MB","Form Factor3.5""","InterfaceSAS 6.0 Gb/s","311.54","Toshiba MG03SCA400         (0)","https://es.pcpartpicker.com/product/nsqdnQ/toshiba-internal-hard-drive-mg03sca400","null"
"1673015909-371","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","https://m.media-amazon.com/images/I/51no0rwieZL.jpg","Seagate BarraCuda","Capacity750 GB","Price / GB€0.415","Type7200 RPM","Cache32 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","311.39","Seagate BarraCuda         (7)","https://es.pcpartpicker.com/product/gXw323/seagate-internal-hard-drive-st3750525as","(7 Ratings, 3.9 Average)"
"1673015911-372","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/3d20e7ae2466d9c773fef2b64c00e814.256p.jpg","Hitachi Ultrastar 7K6000","Capacity6 TB","Price / GB€0.052","Type7200 RPM","Cache128 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","311.27","Hitachi Ultrastar 7K6000         (0)","https://es.pcpartpicker.com/product/YgL7YJ/hitachi-ultrastar-7k6000-6-tb-35-7200rpm-internal-hard-drive-0f23001","null"
"1673015913-373","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","https://images-na.ssl-images-amazon.com/images/I/51bHOTtkjJL.jpg","Intel X25-M","Capacity80 GB","Price / GB€3.884","TypeSSD","Cache","Form Factor2.5""","InterfaceSATA 3.0 Gb/s","310.68","Intel X25-M         (2)","https://es.pcpartpicker.com/product/3rjG3C/intel-internal-hard-drive-ssdsa2mh080g2k5","(2 Ratings, 4.5 Average)"
"1673015916-374","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/206570fbd4e6a9cf0addfaa1e6b1df27.256p.jpg","Seagate Enterprise Capacity","Capacity10 TB","Price / GB€0.031","Type7200 RPM","Cache256 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","309.99","Seagate Enterprise Capacity         (2)","https://es.pcpartpicker.com/product/RPtQzy/seagate-enterprise-capacity-10-tb-35-7200rpm-internal-hard-drive-st10000nm0086","(2 Ratings, 4.5 Average)"
"1673015918-375","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","https://m.media-amazon.com/images/I/31LCbsmH4DL.jpg","Samsung 990 Pro","Capacity2 TB","Price / GB€0.155","TypeSSD","Cache2048 MB","Form FactorM.2-2280","InterfaceM.2 PCIe 4.0 X4","309.83","Samsung 990 Pro         (0)","https://es.pcpartpicker.com/product/34ytt6/samsung-990-pro-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-mz-v9p2t0bw","null"
"1673015920-376","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","https://m.media-amazon.com/images/I/51A--ti9zsL.jpg","Crucial MX300","Capacity1.05 TB","Price / GB€0.295","TypeSSD","Cache","Form Factor2.5""","InterfaceSATA 6.0 Gb/s","309.33","Crucial MX300         (13)","https://es.pcpartpicker.com/product/bh38TW/crucial-mx300-11tb-25-solid-state-drive-ct1050mx300ssd1","(13 Ratings, 4.9 Average)"
"1673015923-377","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/94a62494bd946ebd5d51f1465b65a0b4.256p.jpg","Seagate Enterprise Capacity","Capacity2 TB","Price / GB€0.155","Type7200 RPM","Cache128 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","309.24","Seagate Enterprise Capacity         (0)","https://es.pcpartpicker.com/product/MjTPxr/seagate-enterprise-capacity-8-tb-35-7200rpm-internal-hard-drive-st2000nm0125","null"
"1673015925-378","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/fea6bb29b52878edce17d452aba4e7ae.256p.jpg","Silicon Power US70","Capacity2 TB","Price / GB€0.155","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 4.0 X4","309.12","Silicon Power US70         (1)","https://es.pcpartpicker.com/product/wBK2FT/silicon-power-us70-2-tb-m2-2280-nvme-solid-state-drive-sp02kgbp44us7005","(1 Rating, 5.0 Average)"
"1673015927-379","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/ecfea6685eac463318fe89a1b8084b98.256p.jpg","Kingston KC2500","Capacity2 TB","Price / GB€0.154","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 3.0 X4","308.07","Kingston KC2500         (3)","https://es.pcpartpicker.com/product/CJ9tt6/kingston-kc2500-2-tb-m2-2280-nvme-solid-state-drive-skc2500m82000g","(3 Ratings, 5.0 Average)"
"1673015929-380","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/b5c093326e7f16f0d34445e39316f0ea.256p.jpg","Silicon Power XS70","Capacity2 TB","Price / GB€0.154","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 4.0 X4","307.18","Silicon Power XS70         (0)","https://es.pcpartpicker.com/product/7R92FT/silicon-power-xs70-2-tb-m2-2280-nvme-solid-state-drive-sp02kgbp44xs7005","null"
"1673015932-381","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/ff42ca80d05d6616b2578aa7eee6d914.256p.jpg","Toshiba N300","Capacity4 TB","Price / GB€0.077","Type7200 RPM","Cache128 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","306.20","Toshiba N300         (2)","https://es.pcpartpicker.com/product/bDWfrH/toshiba-n300-4-tb-35-7200rpm-internal-hard-drive-hdwq140xzsta","(2 Ratings, 4.5 Average)"
"1673015934-382","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","https://images-na.ssl-images-amazon.com/images/I/41FgBSrDbJL.jpg","Toshiba AL13SE","Capacity900 GB","Price / GB€0.340","Type10500 RPM","Cache64 MB","Form Factor2.5""","InterfaceSAS 6.0 Gb/s","306.00","Toshiba AL13SE         (0)","https://es.pcpartpicker.com/product/mC7wrH/toshiba-internal-hard-drive-al13seb900","null"
"1673015936-383","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","https://m.media-amazon.com/images/I/41lQC2lgltL.jpg","Seagate BarraCuda Pro","Capacity10 TB","Price / GB€0.031","Type7200 RPM","Cache256 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","305.55","Seagate BarraCuda Pro         (5)","https://es.pcpartpicker.com/product/dqbkcf/seagate-barracuda-pro-10tb-35-7200rpm-internal-hard-drive-st10000dm0004","(5 Ratings, 4.6 Average)"
"1673015939-384","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","https://m.media-amazon.com/images/I/41EUrjnHHcL.jpg","Addlink X70","Capacity1 TB","Price / GB€0.305","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 3.0 X4","305.36","Addlink X70         (0)","https://es.pcpartpicker.com/product/njDkcf/addlink-x70-1-tb-m2-2280-nvme-solid-state-drive-ad1tbx70m2p","null"
"1673015941-385","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","https://images-eu.ssl-images-amazon.com/images/I/3123aQ6x8eL.jpg","Intel DC S3500","Capacity120 GB","Price / GB€2.540","TypeSSD","Cache","Form Factor2.5""","InterfaceSATA 6.0 Gb/s","304.80","Intel DC S3500         (0)","https://es.pcpartpicker.com/product/KKJtt6/intel-dc-s3500-120-gb-25-solid-state-drive-ssdsc2bb120g4","null"
"1673015943-386","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/abc685eecef933b508b808a57e8da4a9.256p.jpg","Toshiba X300","Capacity12 TB","Price / GB€0.025","Type7200 RPM","Cache256 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","303.90","Toshiba X300         (0)","https://es.pcpartpicker.com/product/BhC48d/toshiba-x300-12-tb-35-7200rpm-internal-hard-drive-hdwr21cuzsva","null"
"1673015945-387","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/7910ec5e12172faf762f3f2e8cbe4518.256p.jpg","Seagate IronWolf NAS","Capacity12 TB","Price / GB€0.025","Type7200 RPM","Cache256 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","303.90","Seagate IronWolf NAS         (0)","https://es.pcpartpicker.com/product/Y3PKHx/seagate-ironwolf-12-tb-35-7200rpm-internal-hard-drive-st12000vn0008","null"
"1673015948-388","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/b503ef1ed9f9222efcaf055432d60703.256p.jpg","Toshiba MG07ACA14TE","Capacity14 TB","Price / GB€0.022","Type7200 RPM","Cache256 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","303.69","Toshiba MG07ACA14TE         (0)","https://es.pcpartpicker.com/product/9gDJ7P/toshiba-mg07aca14te-14-tb-35-7200rpm-internal-hard-drive-mg07aca14te","null"
"1673015950-389","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","https://m.media-amazon.com/images/I/41ZJAxVJPAS.jpg","Western Digital Purple Pro","Capacity10 TB","Price / GB€0.030","Type7200 RPM","Cache256 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","303.52","Western Digital Purple Pro         (0)","https://es.pcpartpicker.com/product/47ytt6/western-digital-10-tb-35-7200rpm-internal-hard-drive-wd101purp","null"
"1673015952-390","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","/static/forever/img/no-image.png","Toshiba MG03SCA","Capacity3 TB","Price / GB€0.101","Type7200 RPM","Cache64 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","303.44","Toshiba MG03SCA         (0)","https://es.pcpartpicker.com/product/xDPfrH/toshiba-internal-hard-drive-mg03sca300","null"
"1673015954-391","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/63942a7b3637f62868aa4c29a954d522.256p.jpg","Toshiba MG08","Capacity14 TB","Price / GB€0.022","Type7200 RPM","Cache512 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","302.87","Toshiba MG08         (0)","https://es.pcpartpicker.com/product/QFXJ7P/toshiba-mg08-14-tb-35-7200rpm-internal-hard-drive-mg08aca14te","null"
"1673015957-392","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/d2d9e5403266614fedad863238bb8f88.256p.jpg","Lenovo 5300","Capacity480 GB","Price / GB€0.630","TypeSSD","Cache","Form Factor2.5""","InterfaceSATA 6.0 Gb/s","302.55","Lenovo 5300         (0)","https://es.pcpartpicker.com/product/46K2FT/lenovo-5300-480-gb-25-solid-state-drive-4xb7a17076","null"
"1673015959-393","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","//cdna.pcpartpicker.com/static/forever/images/product/e63b22257fc1a0ce6283512dd9f1a8ac.256p.jpg","Hitachi Ultrastar 7K4000","Capacity4 TB","Price / GB€0.076","Type7200 RPM","Cache64 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","302.55","Hitachi Ultrastar 7K4000         (2)","https://es.pcpartpicker.com/product/xqCwrH/hitachi-internal-hard-drive-0f14688","(2 Ratings, 5.0 Average)"
"1673015961-394","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=14","https://m.media-amazon.com/images/I/41gsKwn+bHS.jpg","Kingston DC1500M","Capacity1.92 TB","Price / GB€0.157","TypeSSD","Cache","Form Factor2.5""","InterfaceU.2","301.89","Kingston DC1500M         (0)","https://es.pcpartpicker.com/product/kq7G3C/kingston-dc1500m-192-tb-25-solid-state-drive-sedc1500m1920g","null"
